country|quarter|coviddeaths|fullvax|econsupport|gci|gci_institutions|population|grocerymob|retailmob|workmob|stringency|rgdpqoqsa
Hong Kong|2020Q4|0.0057210637869534765|0.0|85.8695652173913|83.142025|77.58023589|7.519480434782609|24.380434782608695|-19.141304347826086|-13.173913043478262|59.38086956521739|0.6
Hong Kong|2021Q1|0.007675010435321205|0.00025583368117737353|75.0|83.142025|77.58023589|7.4267|25.22222222222222|-23.2|-17.266666666666666|71.3|5.8
Hong Kong|2021Q2|0.000807895835296969|0.12581361843079697|75.0|83.142025|77.58023589|7.4267|36.934065934065934|-11.252747252747254|-7.142857142857143|71.3|-1.7
Hong Kong|2021Q3|0.0002692986117656563|0.4810750400581685|75.0|83.142025|77.58023589|7.426699999999999|40.05434782608695|-4.119565217391305|-2.9130434782608696|63.31478260869565|0.7
Hong Kong|2021Q4|0.0|0.7307474123549289|75.0|83.142025|77.58023589|7.426426086956522|45.69565217391305|-0.8586956521739131|-0.13043478260869565|55.57826086956521|0.0
Hungary|2020Q1|0.0016372044897058722|0.0|7.6923076923076925|65.07507077|55.67443012999999|9.772756|1.6923076923076923|-0.6593406593406593|-4.406593406593407|16.564505494505493|-0.5
Hungary|2020Q2|0.05822308466516508|0.0|81.31868131868131|65.07507077|55.67443012999999|9.772756|-12.736263736263735|-28.076923076923077|-30.54945054945055|67.73527472527472|-14.1
Hungary|2020Q3|0.018418550509191063|0.0|65.48913043478261|65.07507077|55.67443013|9.772756|2.3043478260869565|2.858695652173913|-19.956521739130434|49.83804347826087|11.6
Hungary|2020Q4|0.8976010152051699|0.0|32.06521739130435|65.07507077|55.67443013|9.772720891304347|-1.358695652173913|-21.57608695652174|-23.847826086956523|59.64032608695652|1.6
Hungary|2021Q1|1.1464220474974935|0.0187020332409167|37.5|65.07507077|55.67443013|9.769526|-4.455555555555556|-35.5|-23.144444444444446|74.196|1.3
Hungary|2021Q2|0.9473335758561877|0.22650024166986193|58.65384615384615|65.07507077|55.67443012999999|9.769526|9.780219780219781|-6.769230769230769|-16.47252747252747|59.03461538461538|2.5
Hungary|2021Q3|0.020267104053973545|0.32853589826159424|25.0|65.07507077|55.67443013|9.769526|24.369565217391305|19.25|-15.173913043478262|27.417391304347827|1.0
Hungary|2021Q4|0.920855993946538|0.3790583084583632|36.41304347826087|65.07507077|55.67443013|9.769104760869565|20.858695652173914|7.663043478260869|-15.25|32.227391304347826|2.2
Ireland|2020Q1|0.014426495986995835|0.0|11.263736263736265|75.11621341|72.97659545|4.9215|-4.516483516483516|-16.593406593406595|-12.516483516483516|15.304725274725275|2.61005107
Ireland|2020Q2|0.33706552948801305|0.0|100.0|75.11621341|72.97659545|4.959585714285715|-10.857142857142858|-63.46153846153846|-51.43956043956044|81.8465934065934|-2.80546009
Ireland|2020Q3|0.013661751115039979|0.0|100.0|75.11621341|72.97659545|4.9774|-0.6086956521739131|-21.597826086956523|-30.532608695652176|53.34130434782608|10.34639472
Ireland|2020Q4|0.0869932093060634|0.0|89.94565217391305|75.11621341|72.97659545|4.9774|0.967391304347826|-34.75|-32.40217391304348|73.21695652173914|-4.7795558
Ireland|2021Q1|0.4922248563507051|0.0367059107164383|100.0|75.11621341|72.97659545|4.9774|-6.677777777777778|-53.08888888888889|-43.388888888888886|86.16233333333334|9.4650336
Ireland|2021Q2|0.06248242054084461|0.2972395226423434|100.0|75.11621341|72.97659545|4.9774|15.252747252747254|-27.626373626373628|-31.175824175824175|65.25516483516483|4.96516099
Ireland|2021Q3|0.05042793426286816|1.141748704142725|100.0|75.11621341|72.97659545|4.9774|19.315217391304348|-4.945652173913044|-26.195652173913043|43.79217391304348|1.92994537
Ireland|2021Q4|0.1332020733716398|1.3990778317997346|100.0|75.11621341|72.97659545|4.9774|14.565217391304348|-3.1739130434782608|-23.97826086956522|48.914130434782614|-6.16031779
Israel|2020Q1|0.002297467315792353|0.0|11.538461538461538|76.74390743|65.64441269|9.1405|4.175824175824176|-5.637362637362638|-10.692307692307692|25.680439560439563|-1.17879036
Israel|2020Q2|0.033477380887259996|0.0|100.0|76.74390743|65.64441269|9.1405|-8.219780219780219|-44.714285714285715|-33.05494505494506|80.45395604395605|-8.69698093
Israel|2020Q3|0.13970789344127782|0.0|100.0|76.74390743|65.64441269|9.1405|-3.2717391304347827|-24.76086956521739|-29.97826086956522|54.55891304347826|8.64535054
Israel|2020Q4|0.18825126798071412|0.0|77.71739130434783|76.74390743|65.64441269|9.142122826086956|-4.456521739130435|-40.54347826086956|-28.5|71.38815217391304|2.28547481
Israel|2021Q1|0.3104480182565825|0.2603446791104222|75.0|76.74390743|65.64441269|9.2898|-4.433333333333334|-38.37777777777778|-32.55555555555556|71.895|-0.03441393
Israel|2021Q2|0.02368188766173653|0.5366595621003681|75.0|76.74390743|65.64441269|9.2898|7.076923076923077|-13.208791208791208|-16.747252747252748|46.490659340659334|3.89576336
Israel|2021Q3|0.14338306529742298|0.5802611466339427|75.0|76.74390743|65.64441269|9.2898|10.391304347826088|-5.956521739130435|-28.554347826086957|47.76760869565217|1.7625566300000002
Israel|2021Q4|0.051884862967986396|0.616834193355285|75.0|76.74390743|65.64441269|9.291573913043479|12.728260869565217|-3.0652173913043477|-9.119565217391305|57.71891304347825|4.57946545
Italy|2020Q1|0.2052515461083032|0.0|6.868131868131868|71.52828147|58.55356129|60.55009199999999|-10.945054945054945|-19.9010989010989|-16.593406593406595|37.85120879120879|-5.91376716
Italy|2020Q2|0.3689342040966676|0.0|57.967032967032964|71.52828147|58.55356129|60.55009199999999|-29.21978021978022|-51.8021978021978|-41.83516483516483|77.35978021978022|-12.60605581
Italy|2020Q3|0.01861268848278546|0.0|75.0|71.52828147|58.553561290000005|60.550092|-5.869565217391305|-7.043478260869565|-23.282608695652176|66.47445652173913|16.02293557
Italy|2020Q4|0.631969480834784|0.0|75.0|71.52828147|58.553561290000005|60.54913260869565|-6.1521739130434785|-30.717391304347824|-26.58695652173913|76.83315217391304|-1.5728200299999997
Italy|2021Q1|0.58197049550007|0.003035303530683856|75.0|71.52828147|58.55356129|60.461828|-9.78888888888889|-40.36666666666667|-27.566666666666666|77.31388888888888|0.23608882
Italy|2021Q2|0.3013471574164116|0.02426870057584101|75.0|71.52828147|58.55356129|60.461828|4.912087912087912|-19.9010989010989|-19.054945054945055|73.32142857142857|2.68849848
Italy|2021Q3|0.05548955615433924|0.0849431810100085|75.0|71.52828147|58.553561290000005|60.461828|15.108695652173912|2.119565217391304|-19.76086956521739|66.6266304347826|2.62258676
Italy|2021Q4|0.10719159863972358|0.11161356219663092|75.0|71.52828147|58.553561290000005|60.461828|16.782608695652176|-7.467391304347826|-15.869565217391305|73.15021739130435|0.68854719
Japan|2020Q1|0.0005311390157280568|0.0|8.791208791208792|82.27121845|71.67305731|126.14400000000002|3.5934065934065935|-2.989010989010989|-0.6153846153846154|21.733516483516482|0.54656812
Japan|2020Q2|0.00719019533231862|0.0|75.27472527472527|82.27121845|71.67305731|126.14400000000002|-0.7692307692307693|-24.318681318681318|-20.46153846153846|38.54186813186813|-8.00108716
Japan|2020Q3|0.004764396245560629|0.0|100.0|82.27121845|71.67305731|126.14399999999999|0.06521739130434782|-10.130434782608695|-16.032608695652176|31.655869565217387|5.458417
Japan|2020Q4|0.015198441897651318|0.0|87.77173913043478|82.27121845|71.67305731|126.13864130434784|0.6413043478260869|-7.108695652173913|-11.097826086956522|38.28695652173913|1.6376754
Japan|2021Q1|0.04523640878305783|3.4221773006183792e-06|92.22222222222223|82.27121845|71.67305731|125.651|-3.888888888888889|-16.844444444444445|-15.922222222222222|47.64033333333334|-0.35594011
Japan|2021Q2|0.04462360028969129|0.002463251386777662|100.0|82.27121845|71.67305731|125.651|2.78021978021978|-14.54945054945055|-14.098901098901099|49.23417582417583|0.45782295
Japan|2021Q3|0.022809209636214595|0.029551456017063136|100.0|82.27121845|71.67305731|125.651|5.956521739130435|-13.478260869565217|-16.22826086956522|51.27478260869565|-0.53979334
Japan|2021Q4|0.005889328377808374|0.05549468732894279|100.0|82.27121845|71.67305731|125.64805434782608|6.923913043478261|-3.652173913043478|-10.619565217391305|47.22|0.9819211000000001
Kazakhstan|2020Q1|0.00010734348019048528|0.0|5.21978021978022|62.94170651|55.61505877999999|18.631779|2.4395604395604398|0.0989010989010989|-0.7032967032967034|18.2978021978022|0.19332268999999996
Kazakhstan|2020Q2|0.009982943657715132|0.0|30.494505494505493|62.94170651|55.61505877999999|18.631779|-18.439560439560438|-33.15384615384615|-34.07692307692308|86.09648351648352|-6.41604193
Kazakhstan|2020Q3|0.10127857355972286|0.0|31.38586956521739|62.94170651|55.61505878|18.631779|-3.880434782608696|-19.23913043478261|-28.66304347826087|80.66619565217391|1.8981865
Kazakhstan|2020Q4|0.036174752824193544|0.0|24.72826086956522|62.94170651|55.61505878|18.634472184782613|-3.717391304347826|-22.57608695652174|-23.76086956521739|71.52695652173914|2.16194479
Kazakhstan|2021Q1|0.1675357550857139|1.1123145294973102e-05|11.666666666666666|62.94170651|55.61505878|18.879552|-8.8|-27.966666666666665|-29.377777777777776|64.3741111111111|1.60745515
Kazakhstan|2021Q2|0.0978307112372158|0.017112694199523378|20.604395604395606|62.94170651|55.61505877999999|18.879552|10.516483516483516|-13.285714285714286|-24.813186813186814|63.93736263736264|1.11262395
Kazakhstan|2021Q3|0.4315780374449563|0.1125572259341747|5.978260869565218|62.94170651|55.61505878|18.879552|15.467391304347826|-9.521739130434783|-28.934782608695652|65.59532608695653|1.21395169
Kazakhstan|2021Q4|0.12203679409341917|0.18960778306603887|0.0|62.94170651|55.61505878|18.879552|15.706521739130435|-7.619565217391305|-12.76086956521739|70.63478260869564|0.47725042
Kenya|2020Q1|2.1024173258025305e-05|0.0|5.769230769230769|54.14461410999999|54.65351858999999|47.564296|-1.1428571428571428|-2.4175824175824174|-1.120879120879121|17.736373626373627|1.58448757
Kenya|2020Q2|0.0030905534689297195|0.0|50.0|54.14461410999999|54.65351858999999|47.564296|-26.34065934065934|-35.62637362637363|-25.186813186813186|88.02461538461539|-6.706837229999999
Kenya|2020Q3|0.011836609544268246|0.0|41.84782608695652|54.14461411|54.65351859|47.564296000000006|-7.119565217391305|-16.032608695652176|-14.23913043478261|74.48641304347827|2.9251166899999994
Kenya|2020Q4|0.020162182154446266|0.0|10.597826086956522|54.14461411|54.65351859|47.564296000000006|11.695652173913043|-3.2282608695652173|-11.021739130434783|51.07782608695652|3.4498074
Kenya|2021Q1|0.010154675683626222|0.0|25.0|54.14461411|54.653518590000004|47.564296000000006|12.21111111111111|-0.044444444444444446|-5.355555555555555|52.59444444444444|2.6474675
Kenya|2021Q2|0.031136800595135475|0.00015663009077228853|44.505494505494504|54.14461410999999|54.65351858999999|47.564296|31.043956043956044|10.340659340659341|1.9120879120879122|70.68384615384615|2.09616979
Kenya|2021Q3|0.03130499398119968|0.002283225215821548|50.0|54.14461411|54.65351859|47.564296000000006|47.641304347826086|29.315217391304348|15.152173913043478|57.8854347826087|1.7388912
Kenya|2021Q4|0.005361164180796452|0.005912838487087037|10.326086956521738|54.14461411|54.65351859|47.564296000000006|53.42391304347826|41.26086956521739|16.16304347826087|43.57565217391304|1.96627486
Latvia|2020Q1|0.0|0.0|14.56043956043956|66.98044354|59.28066449|1.907675|1.098901098901099|-3.78021978021978|-6.395604395604396|15.18142857142857|-1.2675388
Latvia|2020Q2|0.015725949126554575|0.0|68.13186813186813|66.98044354|59.28066449|1.907675|-0.7362637362637363|-16.967032967032967|-28.21978021978022|62.39087912087912|-7.38204116
Latvia|2020Q3|0.0036693881295294007|0.0|50.0|66.98044354|59.28066448999999|1.907675|10.48913043478261|5.891304347826087|-18.119565217391305|44.938804347826085|5.54541628
Latvia|2020Q4|0.3135065993373622|0.0|77.17391304347827|66.98044354|59.28066448999999|1.9075179130434783|-5.771739130434782|-21.630434782608695|-24.445652173913043|47.56304347826087|1.8624689700000001
Latvia|2021Q1|0.6676445405533314|0.030746510051906192|100.0|66.98044354|59.28066449|1.893223|-14.11111111111111|-37.666666666666664|-32.25555555555555|57.057555555555545|0.02325147
Latvia|2021Q2|0.32431467397131764|0.5259338176221184|81.5934065934066|66.98044354|59.28066449|1.893223|8.967032967032967|-13.219780219780219|-23.175824175824175|52.879120879120876|2.41158119
Latvia|2021Q3|0.10775275812727818|1.8632406219446942|0.0|66.98044354|59.28066448999999|1.8932230000000003|20.684782608695652|3.869565217391304|-16.934782608695652|40.46021739130435|0.45674260000000005
Latvia|2021Q4|0.9787984843655233|2.8422575215689503|36.41304347826087|66.98044354|59.28066448999999|1.8930331521739132|4.956521739130435|-24.565217391304348|-24.619565217391305|54.81021739130435|-0.17659315
Lithuania|2020Q1|0.0014315931126055352|0.0|4.1208791208791204|68.35161275|63.26348941|2.79409|-1.2087912087912087|-10.45054945054945|-8.956043956043956|17.683736263736265|0.73163737
Lithuania|2020Q2|0.020400201854628878|0.0|71.7032967032967|68.35161275|63.26348941|2.79409|1.3846153846153846|-36.21978021978022|-29.52747252747253|66.31186813186814|-5.8637539
Lithuania|2020Q3|0.005726372450422141|0.0|72.01086956521739|68.35161275|63.26348941|2.79409|23.804347826086957|-14.065217391304348|-17.195652173913043|27.91717391304348|3.88160992
Lithuania|2020Q4|0.6166473345029433|0.0|62.5|68.35161275|63.26348941|2.794107282608696|10.076086956521738|-40.608695652173914|-25.619565217391305|56.456304347826084|1.5554035600000002
Lithuania|2021Q1|0.6352658387226007|0.06828392376809936|62.5|68.35161275|63.26348941|2.79568|5.888888888888889|-55.333333333333336|-29.91111111111111|68.59133333333334|1.68701962
Lithuania|2021Q2|0.28937503576947293|0.5881932123848224|71.29120879120879|68.35161275|63.26348941|2.79568|36.18681318681319|-22.86813186813187|-15.098901098901099|47.47604395604395|1.1954786
Lithuania|2021Q3|0.21926686888342015|1.6293960682195388|100.0|68.35161275|63.26348941|2.79568|50.55434782608695|-4.369565217391305|-9.08695652173913|33.09217391304348|0.7187624399999999
Lithuania|2021Q4|0.8581108511105385|2.0461772857051073|77.71739130434783|68.35161275|63.26348941|2.795672184782609|42.66304347826087|-16.184782608695652|-5.032608695652174|50.0|1.12137723
Luxembourg|2020Q1|0.036734876411098405|0.0|16.483516483516482|77.02812605|75.89938924|0.626108|-4.516483516483516|-16.78021978021978|-14.637362637362637|17.01241758241758|-1.6413834000000003
Luxembourg|2020Q2|0.13895366294632877|0.0|100.0|77.02812605|75.89938924|0.626108|-26.505494505494507|-51.83516483516483|-45.97802197802198|58.48626373626374|-6.04278325
Luxembourg|2020Q3|0.02236035955458164|0.0|100.0|77.02812605|75.89938924|0.626108|-9.554347826086957|-16.619565217391305|-30.891304347826086|39.37097826086956|8.30793334
Luxembourg|2020Q4|0.5925495281964135|0.0|86.41304347826087|77.02812605|75.89938924|0.6262017173913044|-7.445652173913044|-30.98913043478261|-28.77173913043478|55.93891304347826|1.21641703
Luxembourg|2021Q1|0.3954437319805271|0.15133993981693003|62.5|77.02812605|75.89938924|0.63473|-8.044444444444444|-43.93333333333333|-29.466666666666665|54.9298888888889|2.08333333
Luxembourg|2021Q2|0.11343405857608747|0.07995525656578388|62.5|77.02812605|75.89938924|0.63473|8.802197802197803|-20.846153846153847|-20.384615384615383|46.09417582417582|0.84318105
Luxembourg|2021Q3|0.026783041608242873|0.0|23.369565217391305|77.02812605|75.89938924|0.63473|8.597826086956522|-7.3478260869565215|-21.891304347826086|38.60554347826087|0.88661433
Luxembourg|2021Q4|0.12595972549794066|0.0|25.0|77.02812605|75.89938924|0.6348459456521739|15.402173913043478|-7.108695652173913|-17.347826086956523|45.30282608695652|0.98077849
Malaysia|2020Q1|0.001475878608984411|0.0|0.0|74.60161301|68.57034785|32.523|-8.131868131868131|-14.901098901098901|-7.978021978021978|24.713076923076926|-0.93837523
Malaysia|2020Q2|0.002244565384497125|0.0|73.62637362637362|74.60161301|68.57034785|32.523|-22.483516483516482|-57.1978021978022|-39.65934065934066|70.22648351648351|-15.08874729
Malaysia|2020Q3|0.00046121206530762846|0.0|75.0|74.60161301|68.57034785|32.523|0.29347826086956524|-19.48913043478261|-16.532608695652176|58.59847826086957|18.08991138
Malaysia|2020Q4|0.01029994229696925|0.0|75.0|74.60161301|68.57034785|32.523663043478265|-5.869565217391305|-29.83695652173913|-22.097826086956523|69.77076086956522|-3.06664849
Malaysia|2021Q1|0.02458261723545298|0.00011109747115148538|75.0|74.60161301|68.57034785|32.584|-4.655555555555556|-34.17777777777778|-26.211111111111112|73.69155555555555|2.39091207
Malaysia|2021Q2|0.11962926589737292|0.00770347409771667|74.17582417582418|74.60161301|68.57034785|32.584|-0.6263736263736264|-40.42857142857143|-30.23076923076923|70.47747252747253|-0.8336718799999999
Malaysia|2021Q3|0.6495519273262951|0.09489810950159587|75.0|74.60161301|68.57034785|32.584|-1.7282608695652173|-45.68478260869565|-36.08695652173913|74.43597826086956|-2.71591119
Malaysia|2021Q4|0.15811441198134052|0.20689510189049837|75.0|74.60161301|68.57034785|32.584|16.043478260869566|-14.282608695652174|-19.23913043478261|56.40565217391304|4.58972154
Malta|2020Q1|0.0|0.0|10.989010989010989|68.54611914|61.34331245|0.4403770000000001|0.12087912087912088|-8.252747252747254|-8.010989010989011|18.773846153846154|-3.5
Malta|2020Q2|0.020437034631690575|0.0|62.5|68.54611914|61.34331245|0.4403770000000001|-16.494505494505493|-43.24175824175824|-39.05494505494506|74.96989010989012|-13.9
Malta|2020Q3|0.05904032226932832|0.0|62.5|68.54611914|61.34331244999999|0.440377|-5.239130434782608|-5.032608695652174|-21.57608695652174|38.36358695652174|5.8
Malta|2020Q4|0.41780589106078875|0.0|62.5|68.54611914|61.34331244999999|0.44038963043478263|-4.228260869565218|-15.467391304347826|-20.608695652173914|50.92695652173913|4.6
Malta|2021Q1|0.391811368871153|0.7478841053678158|62.5|68.54611914|61.34331245|0.44153899999999996|-6.2555555555555555|-27.855555555555554|-23.8|57.635333333333335|4.9
Malta|2021Q2|0.06341455681151609|6.574209752705877|62.5|68.54611914|61.34331245|0.44153900000000007|11.54945054945055|-11.68131868131868|-16.483516483516482|61.60978021978022|0.19999999999999998
Malta|2021Q3|0.08379780721521768|14.967919028670174|62.5|68.54611914|61.34331244999999|0.441539|20.347826086956523|20.847826086956523|-10.902173913043478|44.68630434782609|3.7
Malta|2021Q4|0.04303130640781449|15.737182898905873|62.5|68.54611914|61.34331244999999|0.441539|21.17391304347826|13.630434782608695|-10.467391304347826|43.52|2.5
Mexico|2020Q1|0.00023023151255244437|0.0|0.0|64.94521088|48.28651686|125.960168|1.1428571428571428|-1.978021978021978|-0.9230769230769231|6.848351648351649|-0.99920218
Mexico|2020Q2|0.22022835028292437|0.0|0.0|64.94521088|48.28651686|125.960168|-18.681318681318682|-53.24175824175824|-37.94505494505494|78.81725274725275|-17.83934892
Mexico|2020Q3|0.39597438453718165|0.0|0.0|64.94521088|48.28651686|125.96016799999998|-10.467391304347826|-34.81521739130435|-26.945652173913043|71.66760869565218|13.61506294
Mexico|2020Q4|0.3822810719334303|0.0|68.47826086956522|64.94521088|48.28651686|125.97355558695652|-2.358695652173913|-27.684782608695652|-21.66304347826087|71.92086956521739|3.60828537
Mexico|2021Q1|0.6085532571880837|0.00013672262241128607|46.666666666666664|64.94521088|48.28651686|127.19182599999999|-3.4555555555555557|-30.866666666666667|-22.644444444444446|61.87188888888889|0.38052985
Mexico|2021Q2|0.2345826845822624|0.005154812385506597|25.0|64.94521088|48.28651686|127.191826|15.67032967032967|-13.32967032967033|-11.010989010989011|44.77604395604396|1.20045389
Mexico|2021Q3|0.3495507643706601|0.016488402328621338|25.0|64.94521088|48.28651686|127.191826|23.195652173913043|-6.5|-6.869565217391305|52.86728260869565|-0.61882372
Mexico|2021Q4|0.17232427546730664|0.021574735470815554|25.0|64.94521088|48.28651686|127.2048419130435|35.33695652173913|7.173913043478261|-0.16304347826086957|37.20021739130435|0.2413513
Mongolia|2020Q1|0.0|0.0|7.6923076923076925|52.614601050000005|49.76453998000001|3.296866|1.1318681318681318|-14.10989010989011|-7.791208791208791|45.924175824175826|-6.356311749999999
Mongolia|2020Q2|0.0|0.0|50.0|52.614601050000005|49.76453998000001|3.296866|26.593406593406595|3.2637362637362637|3.4285714285714284|72.58912087912087|0.75932768
Mongolia|2020Q3|0.0|0.0|65.48913043478261|52.61460105|49.76453998|3.296866|59.108695652173914|29.195652173913043|-2.739130434782609|57.70271739130435|2.80731191
Mongolia|2020Q4|0.00030331836356103036|0.0|75.0|52.61460105|49.76453998|3.2975255217391304|33.70652173913044|-6.010869565217392|-10.347826086956522|61.93782608695652|3.45746789
Mongolia|2021Q1|0.002084858506609895|0.0|75.0|52.61460105|49.76453998|3.357542|31.844444444444445|-14.466666666666667|-16.0|72.19166666666666|0.87252814
Mongolia|2021Q2|0.14534442160366126|0.5345785696798432|57.142857142857146|52.614601050000005|49.76453998000001|3.357542|79.74725274725274|1.4945054945054945|-7.417582417582418|71.58769230769231|-4.90668315
Mongolia|2021Q3|0.21086854609711508|1.3591430874133519|46.19565217391305|52.61460105|49.76453998|3.357542|130.02173913043478|46.71739130434783|9.565217391304348|54.79076086956522|0.17905378
Mongolia|2021Q4|0.2329039023297327|1.2605343128232176|50.0|52.61460105|49.76453998|3.3581115326086954|164.7173913043478|82.53260869565217|54.630434782608695|37.25086956521739|0.47688716
Morocco|2020Q1|0.001011605361508416|0.0|2.4725274725274726|60.00894419000001|60.01721477|35.587|-9.527472527472527|-12.56043956043956|-5.318681318681318|19.109010989010986|-2.70636586
Morocco|2020Q2|0.005395228594711552|0.0|70.6043956043956|60.00894419000001|60.01721477|35.587|-43.824175824175825|-69.15384615384616|-48.43956043956044|89.12384615384615|-12.65257872
Morocco|2020Q3|0.05524489279793183|0.0|75.0|60.00894419000001|60.01721477|35.587|-2.5652173913043477|-19.42391304347826|-21.793478260869566|70.15076086956522|9.4309376
Morocco|2020Q4|0.1459521735465198|0.0|53.26086956521739|60.00894419000001|60.01721477|35.587|22.130434782608695|-22.967391304347824|-13.554347826086957|68.73923913043478|1.92675706
Morocco|2021Q1|0.040183212971028746|0.003606373113777503|37.22222222222222|60.00894419000001|60.01721477|35.587|31.677777777777777|-21.655555555555555|-12.244444444444444|76.294|4.70273652
Morocco|2021Q2|0.013431871188917302|0.02743136538623655|1.2362637362637363|60.00894419000001|60.01721477|35.587|57.46153846153846|-16.824175824175825|-12.054945054945055|70.93241758241757|-2.19330817
Morocco|2021Q3|0.13968584033495376|0.06054963891308624|12.5|60.00894419000001|60.01721477|35.587|87.07608695652173|9.815217391304348|-18.98913043478261|62.34728260869565|4.11193642
Morocco|2021Q4|0.01635428667771939|0.038492427009863155|22.01086956521739|60.00894419000001|60.01721477|35.587|85.41304347826087|12.858695652173912|1.7173913043478262|70.27173913043478|0.9564324
Netherlands|2020Q1|0.05974407133442117|0.0|9.478021978021978|82.39217021|78.56699484|17.407585|-0.3076923076923077|-7.824175824175824|-9.219780219780219|16.18813186813187|-1.46054788
Netherlands|2020Q2|0.29251616464891594|0.0|87.5|82.39217021|78.56699484|17.407585|-5.714285714285714|-27.043956043956044|-31.89010989010989|71.15274725274725|-7.88052892
Netherlands|2020Q3|0.018670022292006615|0.0|86.68478260869566|82.39217021|78.56699484|17.407585|-2.6847826086956523|-1.9130434782608696|-24.967391304347824|45.09782608695652|6.2230605
Netherlands|2020Q4|0.29111337403139054|0.0|75.0|82.39217021|78.56699484|17.408322282608697|-5.358695652173913|-31.141304347826086|-25.217391304347824|64.37195652173914|0.0245102
Netherlands|2021Q1|0.2955008507666341|0.0009098496373333623|75.0|82.39217021|78.56699484|17.475415|-6.966666666666667|-48.37777777777778|-27.711111111111112|78.16733333333333|0.07514621
Netherlands|2021Q2|0.07662192857794793|0.010123364738405354|75.0|82.39217021|78.56699484|17.475415|7.824175824175824|-17.01098901098901|-19.835164835164836|67.59131868131868|3.7778866
Netherlands|2021Q3|0.031816125682852164|0.04019017574117696|55.16304347826087|82.39217021|78.56699484|17.475415|10.23913043478261|3.619565217391304|-22.22826086956522|40.52173913043478|1.5242000200000003
Netherlands|2021Q4|0.16067088138928026|0.05268935724977505|50.0|82.39217021|78.56699484|17.476667793478263|8.815217391304348|-13.902173913043478|-21.195652173913043|50.464239130434784|0.70185405
New Zealand|2020Q1|0.00019839695262280772|0.0|8.37912087912088|76.74774398|78.77889223|5.0404|1.032967032967033|-3.3956043956043955|2.032967032967033|23.00362637362637|-1.0112597
New Zealand|2020Q2|0.00436473295770177|0.0|62.5|76.74774398|78.77889223|5.0404|-21.98901098901099|-49.45054945054945|-30.703296703296704|59.51318681318681|-9.2339595
New Zealand|2020Q3|0.0005951908578684232|0.0|85.05434782608695|76.74774398|78.77889223|5.0404|-7.326086956521739|-9.434782608695652|-5.967391304347826|40.21565217391304|13.995094749999998
New Zealand|2020Q4|0.0|0.0|79.21195652173913|76.74774398|78.77889223|5.041088043478261|-0.7065217391304348|4.0978260869565215|-5.206521739130435|23.45782608695652|-1.01534063
New Zealand|2021Q1|0.0003918725630424986|0.00043693790779238595|75.0|76.74774398|78.77889223|5.1037|-0.7555555555555555|-0.9888888888888889|-7.322222222222222|28.444444444444443|1.52151258
New Zealand|2021Q2|0.0|0.06074612536003292|75.0|76.74774398|78.77889223|5.1037|6.791208791208791|9.142857142857142|1.0|22.22|2.3991084
New Zealand|2021Q3|0.0001959362815212493|0.36266238219331076|75.0|76.74774398|78.77889223|5.1037|5.945652173913044|-16.108695652173914|-15.130434782608695|54.46869565217391|-4.25330813
New Zealand|2021Q4|0.003722789348903737|1.1525049903912885|34.78260869565217|76.74774398|78.77889223|5.103863043478261|17.01086956521739|-0.18478260869565216|-12.630434782608695|74.9045652173913|2.46193425
Norway|2020Q1|0.0072658441979439525|0.0|4.945054945054945|78.05486405|76.91870741|5.36758|-1.3626373626373627|-9.791208791208792|-11.10989010989011|19.688241758241755|-1.30141443
Norway|2020Q2|0.03931008014785062|0.0|37.5|78.05486405|76.91870741|5.36758|4.043956043956044|-15.593406593406593|-30.87912087912088|60.20483516483517|-4.77720232
Norway|2020Q3|0.004471288737196278|0.0|37.5|78.05486405|76.91870741|5.36758|8.597826086956522|1.7173913043478262|-28.467391304347824|38.89782608695652|4.51540478
Norway|2020Q4|0.03018119897607488|0.0|37.5|78.05486405|76.91870741|5.367838576086957|3.0869565217391304|-11.282608695652174|-22.456521739130434|48.07445652173914|0.71677372
Norway|2021Q1|0.04395915026406095|0.0362134366985454|37.5|78.05486405|76.91870741|5.391369|-5.633333333333334|-27.011111111111113|-25.144444444444446|68.92533333333333|-0.03618107
Norway|2021Q2|0.022443279248739977|0.2490091106730035|37.5|78.05486405|76.91870741|5.391369|5.912087912087912|-10.813186813186814|-23.021978021978022|61.721318681318685|0.59686853
Norway|2021Q3|0.0124272703278147|0.794987321402041|37.5|78.05486405|76.91870741|5.391369|17.130434782608695|10.826086956521738|-25.097826086956523|42.05826086956522|4.02702898
Norway|2021Q4|0.08235385112760786|1.202383957208242|37.5|78.05486405|76.91870741|5.391737489130435|8.16304347826087|1.0108695652173914|-20.402173913043477|28.844130434782613|0.12115985
Philippines|2020Q1|0.000813935899699123|0.0|0.0|61.86942078|49.98101784|108.116622|-5.571428571428571|-10.252747252747254|-7.450549450549451|30.758571428571432|-3.69709776
Philippines|2020Q2|0.01089564193006326|0.0|27.335164835164836|61.86942078|49.98101784|108.116622|-41.81318681318681|-70.63736263736264|-54.824175824175825|91.77956043956044|-14.46073527
Philippines|2020Q3|0.03919841298778277|0.0|38.31521739130435|61.86942078|49.98101784|108.116622|-23.402173913043477|-49.73913043478261|-37.608695652173914|74.56717391304348|7.71643118
